"productcategorykey","category","productsubcategorykey","subcategory","productkey","productname","color","productline","modelname"
2,"Components",16,"Touring Frames",503,"LL Touring Frame - Blue, 54","Blue","T ","LL Touring Frame"
2,"Components",16,"Touring Frames",504,"LL Touring Frame - Blue, 58","Blue","T ","LL Touring Frame"
2,"Components",16,"Touring Frames",505,"LL Touring Frame - Blue, 62","Blue","T ","LL Touring Frame"
2,"Components",16,"Touring Frames",506,"LL Touring Frame - Yellow, 44","Yellow","T ","LL Touring Frame"
2,"Components",16,"Touring Frames",507,"LL Touring Frame - Yellow, 50","Yellow","T ","LL Touring Frame"
2,"Components",16,"Touring Frames",508,"LL Touring Frame - Yellow, 54","Yellow","T ","LL Touring Frame"
2,"Components",16,"Touring Frames",509,"LL Touring Frame - Yellow, 58","Yellow","T ","LL Touring Frame"
2,"Components",16,"Touring Frames",510,"LL Touring Frame - Blue, 44","Blue","T ","LL Touring Frame"
2,"Components",16,"Touring Frames",492,"HL Touring Frame - Yellow, 60","Yellow","T ","HL Touring Frame"
2,"Components",16,"Touring Frames",493,"LL Touring Frame - Yellow, 62","Yellow","T ","LL Touring Frame"
2,"Components",16,"Touring Frames",494,"HL Touring Frame - Yellow, 46","Yellow","T ","HL Touring Frame"
2,"Components",16,"Touring Frames",495,"HL Touring Frame - Yellow, 50","Yellow","T ","HL Touring Frame"
2,"Components",16,"Touring Frames",496,"HL Touring Frame - Yellow, 54","Yellow","T ","HL Touring Frame"
2,"Components",16,"Touring Frames",497,"HL Touring Frame - Blue, 46","Blue","T ","HL Touring Frame"
2,"Components",16,"Touring Frames",498,"HL Touring Frame - Blue, 50","Blue","T ","HL Touring Frame"
2,"Components",16,"Touring Frames",499,"HL Touring Frame - Blue, 54","Blue","T ","HL Touring Frame"
2,"Components",17,"Wheels",419,"LL Mountain Rear Wheel","Black","M ","LL Mountain Rear Wheel"
2,"Components",17,"Wheels",416,"Touring Front Wheel","Black","T ","Touring Front Wheel"
2,"Components",17,"Wheels",422,"LL Road Rear Wheel","Black","R ","LL Road Rear Wheel"
2,"Components",17,"Wheels",421,"HL Mountain Rear Wheel","Black","M ","HL Mountain Rear Wheel"
2,"Components",17,"Wheels",420,"ML Mountain Rear Wheel","Black","M ","ML Mountain Rear Wheel"
2,"Components",17,"Wheels",424,"HL Road Rear Wheel","Black","R ","HL Road Rear Wheel"
2,"Components",17,"Wheels",425,"Touring Rear Wheel","Black","T ","Touring Rear Wheel"
2,"Components",17,"Wheels",415,"HL Road Front Wheel","Black","R ","HL Road Front Wheel"
2,"Components",17,"Wheels",414,"ML Road Front Wheel","Black","R ","ML Road Front Wheel"
2,"Components",17,"Wheels",413,"LL Road Front Wheel","Black","R ","LL Road Front Wheel"
2,"Components",17,"Wheels",412,"HL Mountain Front Wheel","Black","M ","HL Mountain Front Wheel"
2,"Components",17,"Wheels",411,"ML Mountain Front Wheel","Black","M ","ML Mountain Front Wheel"
2,"Components",17,"Wheels",410,"LL Mountain Front Wheel","Black","M ","LL Mountain Front Wheel"
2,"Components",17,"Wheels",423,"ML Road Rear Wheel","Black","R ","ML Road Rear Wheel"
3,"Clothing",18,"Bib-Shorts",459,"Men's Bib-Shorts, S","Multi","S ","Men's Bib-Shorts"
3,"Clothing",18,"Bib-Shorts",461,"Men's Bib-Shorts, L","Multi","S ","Men's Bib-Shorts"
3,"Clothing",18,"Bib-Shorts",460,"Men's Bib-Shorts, M","Multi","S ","Men's Bib-Shorts"
3,"Clothing",19,"Caps",224,"AWC Logo Cap","Multi","S ","Cycling Cap"
3,"Clothing",19,"Caps",225,"AWC Logo Cap","Multi","S ","Cycling Cap"
3,"Clothing",19,"Caps",223,"AWC Logo Cap","Multi","S ","Cycling Cap"
3,"Clothing",20,"Gloves",465,"Half-Finger Gloves, M","Black","S ","Half-Finger Gloves"
3,"Clothing",20,"Gloves",464,"Half-Finger Gloves, M","Black","S ","Half-Finger Gloves"
3,"Clothing",20,"Gloves",463,"Half-Finger Gloves, S","Black","S ","Half-Finger Gloves"
3,"Clothing",20,"Gloves",462,"Half-Finger Gloves, S","Black","S ","Half-Finger Gloves"
3,"Clothing",20,"Gloves",467,"Half-Finger Gloves, L","Black","S ","Half-Finger Gloves"
3,"Clothing",20,"Gloves",468,"Full-Finger Gloves, S","Black","M ","Full-Finger Gloves"
3,"Clothing",20,"Gloves",469,"Full-Finger Gloves, M","Black","M ","Full-Finger Gloves"
3,"Clothing",20,"Gloves",470,"Full-Finger Gloves, L","Black","M ","Full-Finger Gloves"
3,"Clothing",20,"Gloves",466,"Half-Finger Gloves, L","Black","S ","Half-Finger Gloves"
3,"Clothing",21,"Jerseys",226,"Long-Sleeve Logo Jersey, S","Multi","S ","Long-Sleeve Logo Jersey"
3,"Clothing",21,"Jerseys",237,"Long-Sleeve Logo Jersey, XL","Multi","S ","Long-Sleeve Logo Jersey"
3,"Clothing",21,"Jerseys",236,"Long-Sleeve Logo Jersey, XL","Multi","S ","Long-Sleeve Logo Jersey"
3,"Clothing",21,"Jerseys",229,"Long-Sleeve Logo Jersey, M","Multi","S ","Long-Sleeve Logo Jersey"
3,"Clothing",21,"Jerseys",228,"Long-Sleeve Logo Jersey, S","Multi","S ","Long-Sleeve Logo Jersey"
3,"Clothing",21,"Jerseys",235,"Long-Sleeve Logo Jersey, XL","Multi","S ","Long-Sleeve Logo Jersey"
3,"Clothing",21,"Jerseys",234,"Long-Sleeve Logo Jersey, L","Multi","S ","Long-Sleeve Logo Jersey"
3,"Clothing",21,"Jerseys",233,"Long-Sleeve Logo Jersey, L","Multi","S ","Long-Sleeve Logo Jersey"
3,"Clothing",21,"Jerseys",232,"Long-Sleeve Logo Jersey, L","Multi","S ","Long-Sleeve Logo Jersey"
3,"Clothing",21,"Jerseys",231,"Long-Sleeve Logo Jersey, M","Multi","S ","Long-Sleeve Logo Jersey"
3,"Clothing",21,"Jerseys",491,"Short-Sleeve Classic Jersey, XL","Yellow","S ","Short-Sleeve Classic Jersey"
3,"Clothing",21,"Jerseys",490,"Short-Sleeve Classic Jersey, L","Yellow","S ","Short-Sleeve Classic Jersey"
3,"Clothing",21,"Jerseys",489,"Short-Sleeve Classic Jersey, M","Yellow","S ","Short-Sleeve Classic Jersey"
3,"Clothing",21,"Jerseys",488,"Short-Sleeve Classic Jersey, S","Yellow","S ","Short-Sleeve Classic Jersey"
3,"Clothing",21,"Jerseys",227,"Long-Sleeve Logo Jersey, S","Multi","S ","Long-Sleeve Logo Jersey"
3,"Clothing",21,"Jerseys",230,"Long-Sleeve Logo Jersey, M","Multi","S ","Long-Sleeve Logo Jersey"
3,"Clothing",22,"Shorts",454,"Men's Sports Shorts, L","Black","S ","Men's Sports Shorts"
3,"Clothing",22,"Shorts",445,"Men's Sports Shorts, S","Black","S ","Men's Sports Shorts"
3,"Clothing",22,"Shorts",474,"Women's Mountain Shorts, S","Black","M ","Women's Mountain Shorts"
3,"Clothing",22,"Shorts",476,"Women's Mountain Shorts, L","Black","M ","Women's Mountain Shorts"
3,"Clothing",22,"Shorts",475,"Women's Mountain Shorts, M","Black","M ","Women's Mountain Shorts"
3,"Clothing",22,"Shorts",455,"Men's Sports Shorts, XL","Black","S ","Men's Sports Shorts"
3,"Clothing",22,"Shorts",453,"Men's Sports Shorts, M","Black","S ","Men's Sports Shorts"
3,"Clothing",23,"Socks",482,"Racing Socks, L","White","R ","Racing Socks"
3,"Clothing",23,"Socks",218,"Mountain Bike Socks, M","White","M ","Mountain Bike Socks"
3,"Clothing",23,"Socks",219,"Mountain Bike Socks, L","White","M ","Mountain Bike Socks"
3,"Clothing",23,"Socks",481,"Racing Socks, M","White","R ","Racing Socks"
3,"Clothing",24,"Tights",457,"Women's Tights, M","Black","S ","Women's Tights"
3,"Clothing",24,"Tights",456,"Women's Tights, S","Black","S ","Women's Tights"
3,"Clothing",24,"Tights",458,"Women's Tights, L","Black","S ","Women's Tights"
3,"Clothing",25,"Vests",473,"Classic Vest, L","Blue","S ","Classic Vest"
3,"Clothing",25,"Vests",471,"Classic Vest, S","Blue","S ","Classic Vest"
3,"Clothing",25,"Vests",472,"Classic Vest, M","Blue","S ","Classic Vest"
4,"Accessories",26,"Bike Racks",483,"Hitch Rack - 4-Bike","NA","S ","Hitch Rack - 4-Bike"
4,"Accessories",27,"Bike Stands",486,"All-Purpose Bike Stand","NA","M ","All-Purpose Bike Stand"
4,"Accessories",28,"Bottles and Cages",479,"Road Bottle Cage","NA","R ","Road Bottle Cage"
4,"Accessories",28,"Bottles and Cages",477,"Water Bottle - 30 oz.","NA","S ","Water Bottle"
4,"Accessories",28,"Bottles and Cages",478,"Mountain Bottle Cage","NA","M ","Mountain Bottle Cage"
4,"Accessories",29,"Cleaners",484,"Bike Wash - Dissolver","NA","S ","Bike Wash"
4,"Accessories",30,"Fenders",485,"Fender Set - Mountain","NA","M ","Fender Set - Mountain"
4,"Accessories",31,"Helmets",216,"Sport-100 Helmet, Black","Black","S ","Sport-100"
4,"Accessories",31,"Helmets",220,"Sport-100 Helmet, Blue","Blue","S ","Sport-100"
4,"Accessories",31,"Helmets",217,"Sport-100 Helmet, Black","Black","S ","Sport-100"
4,"Accessories",31,"Helmets",221,"Sport-100 Helmet, Blue","Blue","S ","Sport-100"
4,"Accessories",31,"Helmets",215,"Sport-100 Helmet, Black","Black","S ","Sport-100"
4,"Accessories",31,"Helmets",214,"Sport-100 Helmet, Red","Red","S ","Sport-100"
4,"Accessories",31,"Helmets",213,"Sport-100 Helmet, Red","Red","S ","Sport-100"
4,"Accessories",31,"Helmets",212,"Sport-100 Helmet, Red","Red","S ","Sport-100"
4,"Accessories",31,"Helmets",222,"Sport-100 Helmet, Blue","Blue","S ","Sport-100"
4,"Accessories",32,"Hydration Packs",487,"Hydration Pack - 70 oz.","Silver","S ","Hydration Pack"
4,"Accessories",33,"Lights",450,"Taillights - Battery-Powered","NA","R ","Taillight"
4,"Accessories",33,"Lights",451,"Headlights - Dual-Beam","NA","R ","Headlights - Dual-Beam"
4,"Accessories",33,"Lights",452,"Headlights - Weatherproof","NA","R ","Headlights - Weatherproof"
4,"Accessories",34,"Locks",447,"Cable Lock","NA","S ","Cable Lock"
4,"Accessories",35,"Panniers",446,"Touring-Panniers, Large","Grey","T ","Touring-Panniers"
4,"Accessories",36,"Pumps",449,"Mountain Pump","NA","M ","Mountain Pump"
4,"Accessories",36,"Pumps",448,"Minipump","NA","S ","Minipump"
4,"Accessories",37,"Tires and Tubes",480,"Patch Kit/8 Patches","NA","S ","Patch kit"
4,"Accessories",37,"Tires and Tubes",528,"Mountain Tire Tube","NA","M ","Mountain Tire Tube"
4,"Accessories",37,"Tires and Tubes",529,"Road Tire Tube","NA","R ","Road Tire Tube"
4,"Accessories",37,"Tires and Tubes",537,"HL Mountain Tire","NA","M ","HL Mountain Tire"
4,"Accessories",37,"Tires and Tubes",538,"LL Road Tire","NA","R ","LL Road Tire"
4,"Accessories",37,"Tires and Tubes",536,"ML Mountain Tire","NA","M ","ML Mountain Tire"
4,"Accessories",37,"Tires and Tubes",535,"LL Mountain Tire","NA","M ","LL Mountain Tire"
4,"Accessories",37,"Tires and Tubes",530,"Touring Tire Tube","NA","T ","Touring Tire Tube"
4,"Accessories",37,"Tires and Tubes",541,"Touring Tire","NA","T ","Touring Tire"
4,"Accessories",37,"Tires and Tubes",540,"HL Road Tire","NA","R ","HL Road Tire"
4,"Accessories",37,"Tires and Tubes",539,"ML Road Tire","NA","R ","ML Road Tire"
