"productkey","orderdatekey","duedatekey","shipdatekey","customerkey","totalproductcost","salesamount"
342,"20200713",20200725,20200720,14656,413,"699.10"
314,"20200714",20200726,20200721,14941,2171,"3578.27"
346,"20200714",20200726,20200721,25980,1912,"3399.99"
314,"20200714",20200726,20200721,29202,2171,"3578.27"
310,"20200714",20200726,20200721,29276,2171,"3578.27"
310,"20200714",20200726,20200721,19089,2171,"3578.27"
313,"20200714",20200726,20200721,18767,2171,"3578.27"
312,"20200714",20200726,20200721,18900,2171,"3578.27"
344,"20200714",20200726,20200721,11465,1912,"3399.99"
344,"20200714",20200726,20200721,11750,1912,"3399.99"
344,"20200715",20200727,20200722,28419,1912,"3399.99"
349,"20200715",20200727,20200722,11400,1898,"3374.99"
310,"20200715",20200727,20200722,14984,2171,"3578.27"
349,"20200715",20200727,20200722,25978,1898,"3374.99"
312,"20200715",20200727,20200722,18721,2171,"3578.27"
328,"20200715",20200727,20200722,25714,413,"699.10"
349,"20200715",20200727,20200722,11453,1898,"3374.99"
313,"20200716",20200728,20200723,22881,2171,"3578.27"
312,"20200716",20200728,20200723,19083,2171,"3578.27"
311,"20200716",20200728,20200723,18706,2171,"3578.27"
312,"20200716",20200728,20200723,18738,2171,"3578.27"
314,"20200716",20200728,20200723,18766,2171,"3578.27"
351,"20200716",20200728,20200723,11462,1898,"3374.99"
345,"20200716",20200728,20200723,11754,1912,"3399.99"
334,"20200717",20200729,20200724,18008,413,"699.10"
314,"20200717",20200729,20200724,29157,2171,"3578.27"
313,"20200717",20200729,20200724,29198,2171,"3578.27"
313,"20200717",20200729,20200724,29238,2171,"3578.27"
313,"20200717",20200729,20200724,29254,2171,"3578.27"
314,"20200717",20200729,20200724,18903,2171,"3578.27"
347,"20200717",20200729,20200724,11456,1912,"3399.99"
351,"20200717",20200729,20200724,11457,1898,"3374.99"
311,"20200718",20200730,20200725,15046,2171,"3578.27"
310,"20200718",20200730,20200725,14929,2171,"3578.27"
312,"20200718",20200730,20200725,18769,2171,"3578.27"
334,"20200718",20200730,20200725,25711,413,"699.10"
320,"20200718",20200730,20200725,25717,413,"699.10"
310,"20200718",20200730,20200725,14949,2171,"3578.27"
313,"20200719",20200731,20200726,14991,2171,"3578.27"
310,"20200719",20200731,20200726,15047,2171,"3578.27"
311,"20200719",20200731,20200726,14861,2171,"3578.27"
310,"20200719",20200731,20200726,29145,2171,"3578.27"
313,"20200719",20200731,20200726,18931,2171,"3578.27"
328,"20200719",20200731,20200726,14660,413,"699.10"
314,"20200720",20200801,20200727,14846,2171,"3578.27"
310,"20200720",20200801,20200727,22889,2171,"3578.27"
313,"20200720",20200801,20200727,29221,2171,"3578.27"
313,"20200720",20200801,20200727,18929,2171,"3578.27"
311,"20200720",20200801,20200727,18739,2171,"3578.27"
314,"20200720",20200801,20200727,18902,2171,"3578.27"
313,"20200721",20200802,20200728,14847,2171,"3578.27"
346,"20200721",20200802,20200728,29476,1912,"3399.99"
311,"20200721",20200802,20200728,29148,2171,"3578.27"
312,"20200721",20200802,20200728,29168,2171,"3578.27"
314,"20200721",20200802,20200728,19094,2171,"3578.27"
314,"20200721",20200802,20200728,18907,2171,"3578.27"
345,"20200721",20200802,20200728,11460,1912,"3399.99"
344,"20200722",20200803,20200729,28420,1912,"3399.99"
313,"20200722",20200803,20200729,12474,2171,"3578.27"
312,"20200722",20200803,20200729,29156,2171,"3578.27"
344,"20200722",20200803,20200729,19884,1912,"3399.99"
314,"20200722",20200803,20200729,29201,2171,"3578.27"
311,"20200722",20200803,20200729,29239,2171,"3578.27"
311,"20200722",20200803,20200729,18724,2171,"3578.27"
314,"20200722",20200803,20200729,18729,2171,"3578.27"
349,"20200722",20200803,20200729,11464,1898,"3374.99"
310,"20200723",20200804,20200730,12464,2171,"3578.27"
312,"20200723",20200804,20200730,29208,2171,"3578.27"
313,"20200723",20200804,20200730,29261,2171,"3578.27"
314,"20200724",20200805,20200731,29144,2171,"3578.27"
345,"20200724",20200805,20200731,25982,1912,"3399.99"
313,"20200724",20200805,20200731,22893,2171,"3578.27"
312,"20200724",20200805,20200731,29207,2171,"3578.27"
314,"20200724",20200805,20200731,22903,2171,"3578.27"
330,"20200724",20200805,20200731,14728,413,"699.10"
312,"20200724",20200805,20200731,18930,2171,"3578.27"
311,"20200724",20200805,20200731,18723,2171,"3578.27"
338,"20200725",20200806,20200801,14653,413,"699.10"
342,"20200725",20200806,20200801,14662,413,"699.10"
322,"20200725",20200806,20200801,14726,413,"699.10"
314,"20200725",20200806,20200801,18768,2171,"3578.27"
349,"20200726",20200807,20200802,11387,1898,"3374.99"
313,"20200726",20200807,20200802,29242,2171,"3578.27"
314,"20200726",20200807,20200802,18908,2171,"3578.27"
310,"20200726",20200807,20200802,18736,2171,"3578.27"
344,"20200726",20200807,20200802,11472,1912,"3399.99"
328,"20200727",20200808,20200803,18009,413,"699.10"
314,"20200727",20200808,20200803,29147,2171,"3578.27"
312,"20200727",20200808,20200803,18731,2171,"3578.27"
314,"20200727",20200808,20200803,18737,2171,"3578.27"
346,"20200727",20200808,20200803,11459,1912,"3399.99"
328,"20200728",20200809,20200804,19420,413,"699.10"
310,"20200728",20200809,20200804,29155,2171,"3578.27"
311,"20200728",20200809,20200804,29203,2171,"3578.27"
311,"20200728",20200809,20200804,29223,2171,"3578.27"
334,"20200728",20200809,20200804,25715,413,"699.10"
350,"20200728",20200809,20200804,11756,1898,"3374.99"
310,"20200729",20200810,20200805,18928,2171,"3578.27"
310,"20200729",20200810,20200805,18709,2171,"3578.27"
334,"20200729",20200810,20200805,25716,413,"699.10"
344,"20200729",20200810,20200805,11451,1912,"3399.99"
310,"20200730",20200811,20200806,14928,2171,"3578.27"
310,"20200730",20200811,20200806,14147,2171,"3578.27"
334,"20200730",20200811,20200806,19422,413,"699.10"
312,"20200730",20200811,20200806,22877,2171,"3578.27"
314,"20200730",20200811,20200806,29237,2171,"3578.27"
314,"20200730",20200811,20200806,29252,2171,"3578.27"
314,"20200730",20200811,20200806,29258,2171,"3578.27"
336,"20200730",20200811,20200806,14664,413,"699.10"
314,"20200730",20200811,20200806,18718,2171,"3578.27"
340,"20200730",20200811,20200806,25712,413,"699.10"
314,"20200731",20200812,20200807,29225,2171,"3578.27"
310,"20200731",20200812,20200807,29150,2171,"3578.27"
312,"20200731",20200812,20200807,29175,2171,"3578.27"
313,"20200731",20200812,20200807,29265,2171,"3578.27"
340,"20200731",20200812,20200807,14722,413,"699.10"
349,"20200731",20200812,20200807,11454,1898,"3374.99"
350,"20200731",20200812,20200807,11461,1898,"3374.99"
313,"20200801",20200813,20200808,15048,2171,"3578.27"
312,"20200801",20200813,20200808,28648,2171,"3578.27"
342,"20200801",20200813,20200808,14733,413,"699.10"
311,"20200801",20200813,20200808,19562,2171,"3578.27"
312,"20200801",20200813,20200808,19568,2171,"3578.27"
311,"20200801",20200813,20200808,19613,2171,"3578.27"
313,"20200802",20200814,20200809,12520,2171,"3578.27"
313,"20200802",20200814,20200809,15081,2171,"3578.27"
310,"20200802",20200814,20200809,28630,2171,"3578.27"
340,"20200802",20200814,20200809,19432,413,"699.10"
312,"20200802",20200814,20200809,28778,2171,"3578.27"
313,"20200802",20200814,20200809,19096,2171,"3578.27"
351,"20200803",20200815,20200810,28443,1898,"3374.99"
312,"20200803",20200815,20200810,23172,2171,"3578.27"
313,"20200803",20200815,20200810,11227,2171,"3578.27"
313,"20200803",20200815,20200810,28036,2171,"3578.27"
312,"20200803",20200815,20200810,23057,2171,"3578.27"
313,"20200803",20200815,20200810,19271,2171,"3578.27"
312,"20200803",20200815,20200810,19565,2171,"3578.27"
311,"20200804",20200816,20200811,14161,2171,"3578.27"
313,"20200804",20200816,20200811,15078,2171,"3578.27"
330,"20200804",20200816,20200811,18011,413,"699.10"
328,"20200804",20200816,20200811,20561,413,"699.10"
328,"20200804",20200816,20200811,14732,413,"699.10"
314,"20200804",20200816,20200811,19269,2171,"3578.27"
312,"20200804",20200816,20200811,19270,2171,"3578.27"
310,"20200805",20200817,20200812,15062,2171,"3578.27"
348,"20200805",20200817,20200812,28449,1898,"3374.99"
349,"20200805",20200817,20200812,25994,1898,"3374.99"
312,"20200805",20200817,20200812,22996,2171,"3578.27"
313,"20200805",20200817,20200812,19596,2171,"3578.27"
344,"20200805",20200817,20200812,11761,1912,"3399.99"
313,"20200806",20200818,20200813,15077,2171,"3578.27"
310,"20200806",20200818,20200813,28178,2171,"3578.27"
313,"20200806",20200818,20200813,28363,2171,"3578.27"
324,"20200806",20200818,20200813,18010,413,"699.10"
344,"20200806",20200818,20200813,19988,1912,"3399.99"
313,"20200806",20200818,20200813,11129,2171,"3578.27"
332,"20200806",20200818,20200813,14734,413,"699.10"
338,"20200806",20200818,20200813,26789,413,"699.10"
334,"20200806",20200818,20200813,14735,413,"699.10"
312,"20200806",20200818,20200813,19607,2171,"3578.27"
310,"20200807",20200819,20200814,11224,2171,"3578.27"
350,"20200807",20200819,20200814,25986,1898,"3374.99"
310,"20200807",20200819,20200814,11090,2171,"3578.27"
310,"20200807",20200819,20200814,19560,2171,"3578.27"
313,"20200807",20200819,20200814,19588,2171,"3578.27"
344,"20200807",20200819,20200814,11762,1912,"3399.99"
312,"20200808",20200820,20200815,14171,2171,"3578.27"
348,"20200808",20200820,20200815,11468,1898,"3374.99"
313,"20200808",20200820,20200815,29352,2171,"3578.27"
312,"20200808",20200820,20200815,19594,2171,"3578.27"
313,"20200809",20200821,20200816,15051,2171,"3578.27"
312,"20200809",20200821,20200816,15059,2171,"3578.27"
311,"20200809",20200821,20200816,19598,2171,"3578.27"
313,"20200810",20200822,20200817,14162,2171,"3578.27"
310,"20200810",20200822,20200817,15058,2171,"3578.27"
344,"20200810",20200822,20200817,11413,1912,"3399.99"
314,"20200810",20200822,20200817,23114,2171,"3578.27"
310,"20200810",20200822,20200817,11217,2171,"3578.27"
312,"20200810",20200822,20200817,23209,2171,"3578.27"
351,"20200810",20200822,20200817,25987,1898,"3374.99"
314,"20200810",20200822,20200817,29285,2171,"3578.27"
314,"20200810",20200822,20200817,29326,2171,"3578.27"
312,"20200810",20200822,20200817,19612,2171,"3578.27"
310,"20200811",20200823,20200818,14149,2171,"3578.27"
313,"20200811",20200823,20200818,28197,2171,"3578.27"
310,"20200811",20200823,20200818,23137,2171,"3578.27"
312,"20200811",20200823,20200818,11191,2171,"3578.27"
330,"20200811",20200823,20200818,18038,413,"699.10"
312,"20200811",20200823,20200818,28092,2171,"3578.27"
310,"20200811",20200823,20200818,28161,2171,"3578.27"
310,"20200811",20200823,20200818,28620,2171,"3578.27"
311,"20200811",20200823,20200818,19264,2171,"3578.27"
314,"20200811",20200823,20200818,19555,2171,"3578.27"
313,"20200811",20200823,20200818,19561,2171,"3578.27"
313,"20200811",20200823,20200818,19576,2171,"3578.27"
310,"20200812",20200824,20200819,28198,2171,"3578.27"
348,"20200812",20200824,20200819,19997,1898,"3374.99"
311,"20200812",20200824,20200819,28165,2171,"3578.27"
310,"20200813",20200825,20200820,15056,2171,"3578.27"
312,"20200813",20200825,20200820,14164,2171,"3578.27"
349,"20200813",20200825,20200820,29481,1898,"3374.99"
346,"20200813",20200825,20200820,11414,1912,"3399.99"
310,"20200813",20200825,20200820,28129,2171,"3578.27"
312,"20200813",20200825,20200820,28176,2171,"3578.27"
311,"20200813",20200825,20200820,28013,2171,"3578.27"
312,"20200814",20200826,20200821,14167,2171,"3578.27"
310,"20200814",20200826,20200821,12547,2171,"3578.27"
311,"20200814",20200826,20200821,11252,2171,"3578.27"
336,"20200814",20200826,20200821,20562,413,"699.10"
312,"20200814",20200826,20200821,28130,2171,"3578.27"
312,"20200814",20200826,20200821,28169,2171,"3578.27"
310,"20200814",20200826,20200821,29334,2171,"3578.27"
326,"20200814",20200826,20200821,25823,413,"699.10"
312,"20200815",20200827,20200822,14198,2171,"3578.27"
312,"20200815",20200827,20200822,11216,2171,"3578.27"
314,"20200815",20200827,20200822,29335,2171,"3578.27"
313,"20200815",20200827,20200822,29350,2171,"3578.27"
310,"20200815",20200827,20200822,19102,2171,"3578.27"
310,"20200815",20200827,20200822,19105,2171,"3578.27"
345,"20200816",20200828,20200823,25990,1912,"3399.99"
313,"20200816",20200828,20200823,19558,2171,"3578.27"
324,"20200816",20200828,20200823,25718,413,"699.10"
310,"20200817",20200829,20200824,14189,2171,"3578.27"
312,"20200817",20200829,20200824,28624,2171,"3578.27"
311,"20200817",20200829,20200824,29279,2171,"3578.27"
314,"20200817",20200829,20200824,19559,2171,"3578.27"
311,"20200818",20200830,20200825,12549,2171,"3578.27"
312,"20200818",20200830,20200825,23074,2171,"3578.27"
310,"20200819",20200831,20200826,14163,2171,"3578.27"
312,"20200819",20200831,20200826,23113,2171,"3578.27"
313,"20200819",20200831,20200826,27752,2171,"3578.27"
311,"20200819",20200831,20200826,19599,2171,"3578.27"
310,"20200819",20200831,20200826,19605,2171,"3578.27"
334,"20200819",20200831,20200826,25822,413,"699.10"
311,"20200820",20200901,20200827,28646,2171,"3578.27"
310,"20200820",20200901,20200827,28647,2171,"3578.27"
312,"20200820",20200901,20200827,11171,2171,"3578.27"
314,"20200820",20200901,20200827,19586,2171,"3578.27"
342,"20200820",20200901,20200827,25819,413,"699.10"
311,"20200821",20200902,20200828,19611,2171,"3578.27"
345,"20200822",20200903,20200829,11422,1912,"3399.99"
311,"20200822",20200903,20200829,23164,2171,"3578.27"
350,"20200822",20200903,20200829,19989,1898,"3374.99"
312,"20200822",20200903,20200829,28177,2171,"3578.27"
313,"20200822",20200903,20200829,29280,2171,"3578.27"
313,"20200822",20200903,20200829,19095,2171,"3578.27"
310,"20200822",20200903,20200829,19592,2171,"3578.27"
310,"20200822",20200903,20200829,19595,2171,"3578.27"
313,"20200822",20200903,20200829,19601,2171,"3578.27"
314,"20200822",20200903,20200829,19614,2171,"3578.27"
313,"20200823",20200904,20200830,14160,2171,"3578.27"
313,"20200823",20200904,20200830,29354,2171,"3578.27"
313,"20200823",20200904,20200830,19099,2171,"3578.27"
313,"20200823",20200904,20200830,19564,2171,"3578.27"
313,"20200823",20200904,20200830,19563,2171,"3578.27"
310,"20200824",20200905,20200831,12522,2171,"3578.27"
314,"20200824",20200905,20200831,14181,2171,"3578.27"
313,"20200824",20200905,20200831,23267,2171,"3578.27"
312,"20200824",20200905,20200831,11257,2171,"3578.27"
324,"20200824",20200905,20200831,14737,413,"699.10"
313,"20200824",20200905,20200831,19556,2171,"3578.27"
311,"20200824",20200905,20200831,19577,2171,"3578.27"
310,"20200824",20200905,20200831,19602,2171,"3578.27"
313,"20200824",20200905,20200831,22976,2171,"3578.27"
311,"20200825",20200906,20200901,27672,2171,"3578.27"
330,"20200825",20200906,20200901,19429,413,"699.10"
320,"20200825",20200906,20200901,14731,413,"699.10"
310,"20200825",20200906,20200901,19609,2171,"3578.27"
342,"20200825",20200906,20200901,25821,413,"699.10"
314,"20200826",20200907,20200902,29340,2171,"3578.27"
311,"20200826",20200907,20200902,28354,2171,"3578.27"
312,"20200826",20200907,20200902,28574,2171,"3578.27"
314,"20200826",20200907,20200902,28626,2171,"3578.27"
312,"20200826",20200907,20200902,11189,2171,"3578.27"
350,"20200826",20200907,20200902,25993,1898,"3374.99"
314,"20200826",20200907,20200902,28173,2171,"3578.27"
314,"20200826",20200907,20200902,22995,2171,"3578.27"
340,"20200826",20200907,20200902,14730,413,"699.10"
313,"20200826",20200907,20200902,19593,2171,"3578.27"
311,"20200826",20200907,20200902,19615,2171,"3578.27"
314,"20200826",20200907,20200902,19616,2171,"3578.27"
310,"20200827",20200908,20200903,12510,2171,"3578.27"
310,"20200827",20200908,20200903,14148,2171,"3578.27"
310,"20200827",20200908,20200903,22998,2171,"3578.27"
311,"20200828",20200909,20200904,12523,2171,"3578.27"
312,"20200828",20200909,20200904,11175,2171,"3578.27"
348,"20200828",20200909,20200904,25996,1898,"3374.99"
314,"20200828",20200909,20200904,28051,2171,"3578.27"
310,"20200828",20200909,20200904,19557,2171,"3578.27"
310,"20200829",20200910,20200905,14428,2171,"3578.27"
313,"20200829",20200910,20200905,11263,2171,"3578.27"
312,"20200829",20200910,20200905,28656,2171,"3578.27"
311,"20200829",20200910,20200905,11274,2171,"3578.27"
336,"20200829",20200910,20200905,25828,413,"699.10"
351,"20200829",20200910,20200905,11905,1898,"3374.99"
311,"20200830",20200911,20200906,12613,2171,"3578.27"
310,"20200830",20200911,20200906,11531,2171,"3578.27"
313,"20200830",20200911,20200906,11275,2171,"3578.27"
314,"20200830",20200911,20200906,19784,2171,"3578.27"
311,"20200830",20200911,20200906,19763,2171,"3578.27"
326,"20200830",20200911,20200906,25831,413,"699.10"
345,"20200830",20200911,20200906,11897,1912,"3399.99"
310,"20200831",20200912,20200907,15118,2171,"3578.27"
312,"20200831",20200912,20200907,11282,2171,"3578.27"
314,"20200831",20200912,20200907,11515,2171,"3578.27"
332,"20200831",20200912,20200907,20564,413,"699.10"
328,"20200831",20200912,20200907,14740,413,"699.10"
340,"20200831",20200912,20200907,14744,413,"699.10"
312,"20200831",20200912,20200907,19794,2171,"3578.27"
313,"20200831",20200912,20200907,19628,2171,"3578.27"
348,"20200831",20200912,20200907,11893,1898,"3374.99"
312,"20200901",20200913,20200908,12607,2171,"3578.27"
312,"20200901",20200913,20200908,11296,2171,"3578.27"
314,"20200901",20200913,20200908,11317,2171,"3578.27"
311,"20200901",20200913,20200908,11626,2171,"3578.27"
312,"20200901",20200913,20200908,19967,2171,"3578.27"
330,"20200901",20200913,20200908,25830,413,"699.10"
349,"20200901",20200913,20200908,11896,1898,"3374.99"
311,"20200901",20200913,20200908,14774,2171,"3578.27"
310,"20200902",20200914,20200909,11303,2171,"3578.27"
310,"20200902",20200914,20200909,11535,2171,"3578.27"
312,"20200902",20200914,20200909,14795,2171,"3578.27"
314,"20200903",20200915,20200910,11522,2171,"3578.27"
312,"20200903",20200915,20200910,23385,2171,"3578.27"
342,"20200903",20200915,20200910,18137,413,"699.10"
314,"20200903",20200915,20200910,14800,2171,"3578.27"
311,"20200903",20200915,20200910,15354,2171,"3578.27"
311,"20200903",20200915,20200910,12618,2171,"3578.27"
311,"20200903",20200915,20200910,19787,2171,"3578.27"
314,"20200903",20200915,20200910,19951,2171,"3578.27"
346,"20200903",20200915,20200910,11768,1912,"3399.99"
344,"20200904",20200916,20200911,28470,1912,"3399.99"
311,"20200904",20200916,20200911,14769,2171,"3578.27"
313,"20200904",20200916,20200911,11291,2171,"3578.27"
314,"20200904",20200916,20200911,11307,2171,"3578.27"
310,"20200904",20200916,20200911,11259,2171,"3578.27"
324,"20200904",20200916,20200911,18039,413,"699.10"
314,"20200904",20200916,20200911,19795,2171,"3578.27"
347,"20200904",20200916,20200911,11892,1912,"3399.99"
351,"20200904",20200916,20200911,11899,1898,"3374.99"
350,"20200905",20200917,20200912,11237,1898,"3374.99"
314,"20200905",20200917,20200912,14775,2171,"3578.27"
351,"20200905",20200917,20200912,26011,1898,"3374.99"
314,"20200905",20200917,20200912,19766,2171,"3578.27"
313,"20200906",20200918,20200913,23351,2171,"3578.27"
311,"20200906",20200918,20200913,11302,2171,"3578.27"
314,"20200906",20200918,20200913,11525,2171,"3578.27"
324,"20200906",20200918,20200913,14746,413,"699.10"
311,"20200906",20200918,20200913,19782,2171,"3578.27"
311,"20200906",20200918,20200913,19964,2171,"3578.27"
311,"20200907",20200919,20200914,23306,2171,"3578.27"
313,"20200907",20200919,20200914,11623,2171,"3578.27"
310,"20200908",20200920,20200915,14541,2171,"3578.27"
350,"20200908",20200920,20200915,28458,1898,"3374.99"
351,"20200908",20200920,20200915,11482,1898,"3374.99"
312,"20200908",20200920,20200915,11289,2171,"3578.27"
347,"20200908",20200920,20200915,25997,1912,"3399.99"
312,"20200908",20200920,20200915,19791,2171,"3578.27"
310,"20200909",20200921,20200916,11319,2171,"3578.27"
312,"20200909",20200921,20200916,28652,2171,"3578.27"
311,"20200909",20200921,20200916,19771,2171,"3578.27"
334,"20200909",20200921,20200916,25826,413,"699.10"
347,"20200909",20200921,20200916,11764,1912,"3399.99"
348,"20200910",20200922,20200917,28478,1898,"3374.99"
312,"20200910",20200922,20200917,11323,2171,"3578.27"
313,"20200910",20200922,20200917,11617,2171,"3578.27"
311,"20200910",20200922,20200917,11266,2171,"3578.27"
312,"20200910",20200922,20200917,11270,2171,"3578.27"
349,"20200910",20200922,20200917,26003,1898,"3374.99"
312,"20200910",20200922,20200917,19797,2171,"3578.27"
342,"20200910",20200922,20200917,25827,413,"699.10"
350,"20200910",20200922,20200917,11906,1898,"3374.99"
347,"20200910",20200922,20200917,11901,1912,"3399.99"
312,"20200911",20200923,20200918,14713,2171,"3578.27"
346,"20200911",20200923,20200918,26004,1912,"3399.99"
326,"20200911",20200923,20200918,14738,413,"699.10"
314,"20200911",20200923,20200918,19957,2171,"3578.27"
312,"20200912",20200924,20200919,11298,2171,"3578.27"
314,"20200912",20200924,20200919,11528,2171,"3578.27"
310,"20200912",20200924,20200919,11541,2171,"3578.27"
312,"20200912",20200924,20200919,11628,2171,"3578.27"
340,"20200912",20200924,20200919,19438,413,"699.10"
312,"20200912",20200924,20200919,19790,2171,"3578.27"
314,"20200912",20200924,20200919,19948,2171,"3578.27"
340,"20200912",20200924,20200919,25829,413,"699.10"
349,"20200912",20200924,20200919,11765,1898,"3374.99"
348,"20200912",20200924,20200919,11895,1898,"3374.99"
313,"20200913",20200925,20200920,11281,2171,"3578.27"
314,"20200913",20200925,20200920,11540,2171,"3578.27"
310,"20200913",20200925,20200920,23283,2171,"3578.27"
314,"20200913",20200925,20200920,19789,2171,"3578.27"
312,"20200913",20200925,20200920,19950,2171,"3578.27"
311,"20200914",20200926,20200921,14709,2171,"3578.27"
345,"20200914",20200926,20200921,11485,1912,"3399.99"
322,"20200914",20200926,20200921,18132,413,"699.10"
346,"20200914",20200926,20200921,25998,1912,"3399.99"
344,"20200914",20200926,20200921,26005,1912,"3399.99"
320,"20200914",20200926,20200921,14741,413,"699.10"
312,"20200914",20200926,20200921,19773,2171,"3578.27"
310,"20200914",20200926,20200921,19958,2171,"3578.27"
344,"20200914",20200926,20200921,11898,1912,"3399.99"
313,"20200915",20200927,20200922,14425,2171,"3578.27"
313,"20200915",20200927,20200922,15083,2171,"3578.27"
312,"20200915",20200927,20200922,15097,2171,"3578.27"
311,"20200915",20200927,20200922,11292,2171,"3578.27"
314,"20200915",20200927,20200922,11326,2171,"3578.27"
314,"20200915",20200927,20200922,11516,2171,"3578.27"
326,"20200915",20200927,20200922,14747,413,"699.10"
336,"20200915",20200927,20200922,14750,413,"699.10"
310,"20200916",20200928,20200923,11278,2171,"3578.27"
311,"20200916",20200928,20200923,11538,2171,"3578.27"
320,"20200916",20200928,20200923,18131,413,"699.10"
310,"20200916",20200928,20200923,19947,2171,"3578.27"
312,"20200917",20200929,20200924,14772,2171,"3578.27"
311,"20200917",20200929,20200924,23378,2171,"3578.27"
313,"20200917",20200929,20200924,11267,2171,"3578.27"
345,"20200917",20200929,20200924,11904,1912,"3399.99"
313,"20200917",20200929,20200924,19765,2171,"3578.27"
313,"20200917",20200929,20200924,19793,2171,"3578.27"
310,"20200917",20200929,20200924,19963,2171,"3578.27"
313,"20200917",20200929,20200924,19621,2171,"3578.27"
346,"20200917",20200929,20200924,11767,1912,"3399.99"
314,"20200918",20200930,20200925,15088,2171,"3578.27"
312,"20200918",20200930,20200925,11534,2171,"3578.27"
310,"20200918",20200930,20200925,19770,2171,"3578.27"
310,"20200918",20200930,20200925,19783,2171,"3578.27"
310,"20200919",20201001,20200926,11325,2171,"3578.27"
311,"20200919",20201001,20200926,11272,2171,"3578.27"
350,"20200919",20201001,20200926,20000,1898,"3374.99"
313,"20200919",20201001,20200926,19653,2171,"3578.27"
345,"20200919",20201001,20200926,11766,1912,"3399.99"
351,"20200919",20201001,20200926,11908,1898,"3374.99"
311,"20200920",20201002,20200927,11290,2171,"3578.27"
312,"20200920",20201002,20200927,12620,2171,"3578.27"
312,"20200920",20201002,20200927,14789,2171,"3578.27"
313,"20200920",20201002,20200927,12614,2171,"3578.27"
350,"20200920",20201002,20200927,11909,1898,"3374.99"
313,"20200921",20201003,20200928,14426,2171,"3578.27"
313,"20200921",20201003,20200928,15087,2171,"3578.27"
350,"20200921",20201003,20200928,28471,1898,"3374.99"
310,"20200921",20201003,20200928,11286,2171,"3578.27"
311,"20200921",20201003,20200928,11537,2171,"3578.27"
311,"20200921",20201003,20200928,11624,2171,"3578.27"
314,"20200921",20201003,20200928,11630,2171,"3578.27"
314,"20200921",20201003,20200928,19792,2171,"3578.27"
310,"20200921",20201003,20200928,19960,2171,"3578.27"
311,"20200921",20201003,20200928,19965,2171,"3578.27"
346,"20200921",20201003,20200928,11900,1912,"3399.99"
348,"20200921",20201003,20200928,11903,1898,"3374.99"
314,"20200922",20201004,20200929,19786,2171,"3578.27"
314,"20200922",20201004,20200929,19788,2171,"3578.27"
312,"20200922",20201004,20200929,19620,2171,"3578.27"
313,"20200922",20201004,20200929,19631,2171,"3578.27"
351,"20200922",20201004,20200929,11894,1898,"3374.99"
312,"20200923",20201005,20200930,15089,2171,"3578.27"
312,"20200923",20201005,20200930,23376,2171,"3578.27"
314,"20200923",20201005,20200930,11539,2171,"3578.27"
332,"20200923",20201005,20200930,18046,413,"699.10"
311,"20200923",20201005,20200930,14797,2171,"3578.27"
345,"20200923",20201005,20200930,26001,1912,"3399.99"
340,"20200923",20201005,20200930,14739,413,"699.10"
314,"20200923",20201005,20200930,19772,2171,"3578.27"
311,"20200923",20201005,20200930,19966,2171,"3578.27"
311,"20200924",20201006,20201001,11529,2171,"3578.27"
314,"20200924",20201006,20201001,11536,2171,"3578.27"
313,"20200924",20201006,20201001,11625,2171,"3578.27"
312,"20200925",20201007,20201002,12561,2171,"3578.27"
312,"20200925",20201007,20201002,15106,2171,"3578.27"
313,"20200925",20201007,20201002,11295,2171,"3578.27"
311,"20200925",20201007,20201002,11329,2171,"3578.27"
314,"20200925",20201007,20201002,11629,2171,"3578.27"
312,"20200925",20201007,20201002,12621,2171,"3578.27"
314,"20200925",20201007,20201002,19959,2171,"3578.27"
310,"20200925",20201007,20201002,19652,2171,"3578.27"
350,"20200926",20201008,20201003,11245,1898,"3374.99"
312,"20200926",20201008,20201003,11297,2171,"3578.27"
310,"20200926",20201008,20201003,11299,2171,"3578.27"
310,"20200926",20201008,20201003,11324,2171,"3578.27"
314,"20200926",20201008,20201003,11327,2171,"3578.27"
311,"20200926",20201008,20201003,19956,2171,"3578.27"
314,"20200927",20201009,20201004,11271,2171,"3578.27"
313,"20200927",20201009,20201004,19785,2171,"3578.27"
311,"20200927",20201009,20201004,19949,2171,"3578.27"
312,"20200927",20201009,20201004,11261,2171,"3578.27"
314,"20200928",20201010,20201005,14207,2171,"3578.27"
313,"20200928",20201010,20201005,23281,2171,"3578.27"
346,"20200928",20201010,20201005,11907,1912,"3399.99"
351,"20200928",20201010,20201005,26002,1898,"3374.99"
313,"20200929",20201011,20201006,11830,2171,"3578.27"
311,"20200929",20201011,20201006,14801,2171,"3578.27"
328,"20200929",20201011,20201006,14868,413,"699.10"
312,"20200929",20201011,20201006,20160,2171,"3578.27"
340,"20200929",20201011,20201006,25832,413,"699.10"
346,"20200930",20201012,20201007,26041,1912,"3399.99"
312,"20200930",20201012,20201007,20246,2171,"3578.27"
311,"20200930",20201012,20201007,20253,2171,"3578.27"
312,"20201001",20201013,20201008,11696,2171,"3578.27"
314,"20201001",20201013,20201008,23725,2171,"3578.27"
310,"20201001",20201013,20201008,23858,2171,"3578.27"
312,"20201001",20201013,20201008,15440,2171,"3578.27"
330,"20201001",20201013,20201008,14753,413,"699.10"
310,"20201001",20201013,20201008,20245,2171,"3578.27"
